,datetime,latitude,longitude,city,state,duration,shape,comments
5306,2013-10-26 21:30:00,38.8813889,-94.8188889,olathe,ks,0,unknown,two objects spotted in night sky over Olathe&#44 KS with eratic flight patterns
5307,2013-10-26 21:36:00,26.5625,-81.9497222,cape coral,fl,120,fireball,Glowing orange orb over Southwest Florida
5308,2013-10-26 21:45:00,30.4380556,-84.2808333,tallahassee,fl,600,fireball,20-30 orange lights floating silently over I-10 in Tallahassee Florida heading west
5309,2013-10-26 22:00:00,26.6155556,-80.0572222,lake worth (southern blvd.; haverhill exit),fl,15,disk,Dark saucer with bright blue lights landing next to souther blvd in florida
5310,2013-10-26 22:00:00,40.8758333,-81.4025,north canton,oh,0,triangle,Shimmering Orange triangular light hovering in the sky above a house in North Canton Ohio
5311,2013-10-26 22:08:00,28.0338889,-82.6652778,oldsmar,fl,120,formation,Five orange lights in Oldsmar&#44 fl. Countryway area. 10/26/13 10:10pm
5313,2013-10-26 23:00:00,25.7902778,-80.1302778,miami beach,fl,600,triangle,Dim star like object freely flying and joining with others
5314,2013-10-26 23:00:00,35.3841667,-97.7241667,mustang,ok,600,fireball,Fireballs over Mustang&#44 OK.
5417,2009-10-27 01:04:00,44.5438889,-73.1483333,colchester,vt,300,circle,It was about 1:04 in the morning. I was getting home from the late shift&#44 and near the northern sky&#44 I thought I saw a plane with v
5418,2009-10-27 06:00:00,36.0397222,-114.9811111,henderson,nv,600,circle,flying object in the sky
5419,2009-10-27 17:30:00,33.2147222,-97.1327778,denton,tx,20,unknown,Green light hovering of I35W denton texas hovered moved right to left very fast then went south suddenly
5421,2009-10-27 18:25:00,33.4483333,-112.0733333,phoenix,az,2700,light,Werid blue light in the sky&#44 for 45 mins disappearing&#44 reappearing&#44 werid moves&#44very fast&#44only could be seen at corner of eye
5422,2009-10-27 18:30:00,26.2030556,-98.2297222,mcallen,tx,240,other,They looked like planes without wings&#44 emitting a high concentration of light and moving extremely slowly.
5423,2009-10-27 20:00:00,33.7358333,-118.2913889,san pedro,ca,0,sphere,Hundreds of them in the night sky over one city alone.&#33&#33&#33
5425,2009-10-27 22:00:00,26.9338889,-80.0944444,jupiter,fl,180,light,The object came from the north. It looked like a bright light high in the sky.  Then it stopped hovered breifly.
5426,2009-10-27 22:45:00,40.2169444,-74.7433333,trenton,nj,7,formation,Made no sound and flew right above our heads in a straight line on a clear night when the only things visible were the moon and stars.
5427,2010-10-27 03:00:00,33.2147222,-97.1327778,denton,tx,120,circle,I initially heard a whhoosh sound for quite awhile without witnessing anything.
5429,2010-10-27 10:00:00,40.2794444,-75.3875,harleysville,pa,10,light,I saw a red light flying through the sky at a very high speed. My first thought was it can&#39t be a plane because it was not blinking&#44 an
5431,2010-10-27 18:20:00,37.5175,-76.9791667,new kent county,va,180,disk,Ojects over the trees on interstate 64
5432,2010-10-27 19:00:00,42.7325,-84.5555556,lansing,mi,3,fireball,white/green fireball falling from the sky in northern michigan
5433,2010-10-27 19:00:00,38.8002778,-90.6263889,st. peters,mo,300,light,I saw a very low light&#44 definitely not a plane as there was only a bright white light like a star&#44 no flashing red lights and no noise.
5434,2010-10-27 20:15:00,35.6008333,-82.5541667,asheville,nc,1800,light,Two gaslike lights moving in circular manner in southern sky
5435,2010-10-27 20:15:00,40.7977778,-85.8205556,wabash,in,240,light,Fast moving light..no sound.. disappeared right before our eyes.
5436,2010-10-27 21:00:00,43.2136111,-77.9394444,brockport,ny,1800,triangle,triangular ufo with 30 or more lights disappering and reappering in differant spots
5437,2010-10-27 21:00:00,28.4055556,-80.605,cape canaveral,fl,180,fireball,Large reddish orange fireball very visible in Cape Canaveral sky around 9pm on 10-27-10
5438,2010-10-27 21:00:00,36.3358333,-94.4605556,decatur,ar,1200,light,object was just a spherical very bright white light with no other blinking lights
5439,2010-10-27 21:52:00,34.2255556,-77.945,wilmington,nc,120,rectangle,Large Black Rectangle - 2 white lights - 1 red slow pulsing light
5440,2010-10-27 22:00:00,35.0463889,-81.9819444,boiling springs,sc,30,oval,the object was flying low but no noise was coming from it with lights in a circular pattern.
5442,2010-10-27 23:20:00,39.6955556,-78.88,mt. savage,md,3600,oval,changing shades of green and blue.  kind o moving in a circular motion.  ((NUFORC Note:  Twinkling stars??  PD))
5443,2011-10-27 01:00:00,32.3861111,-94.8755556,kilgore,tx,120,light,It appeared as a light in the sky such as a star but then it took off very fast.
5444,2011-10-27 03:00:00,45.5236111,-122.675,portland,or,300,unknown,Was up late Wednesday night&#44 early Thursday morning&#44 and went out to the alley behind my apartment in Northwest Portland (Around NW 23r
5445,2011-10-27 04:45:00,36.7591667,-79.9905556,bassett,va,1200,light,Very Bright Gold/Bronze disc shaped object moving over VA
5448,2011-10-27 17:00:00,33.2097222,-87.5691667,tuscaloosa,al,60,circle,block dot
5450,2011-10-27 20:30:00,39.1961111,-121.19,penn valley,ca,10800,circle,2-5 small white light ships fly around in a circular pattern every night for hours and hours also forming triangles.
5451,2011-10-27 21:00:00,31.7586111,-106.4863889,el paso,tx,0,light,On 10/28/2011 at about 21:00 hrs while running with my dog down the ditch road heading north&#44 I observed in the west distant sky what s
5454,2011-10-27 21:30:00,41.0530556,-82.7263889,willard,oh,1200,triangle,Triangle shaped craft flying in circles&#44 then landed in woods and lit up an area appx 200 yards
5455,2011-10-27 21:45:00,35.0844444,-106.6505556,albuquerque,nm,2,triangle,Fast&#44 quiet and flying low over Albuquerque&#44 NM
5456,2011-10-27 22:00:00,44.6688889,-90.1716667,marshfield,wi,60,triangle,Wisconsin&#44 Triangular&#44 3 red lights&#44 no sound
5457,2011-10-27 22:18:00,38.6272222,-90.1977778,st. louis,mo,3,unknown,World Series Game 6 in St Louis on 10/27 @10:18pm CST Light &#39Flying&#39 rear of blimp - unknown
5459,2011-10-27 23:30:00,43.0730556,-89.4011111,madison,wi,7,triangle,Triangular craft over Madison&#44 WI
5460,2012-10-27 06:00:00,61.2180556,-149.9002778,anchorage,ak,1800,triangle,Flashing lights&#44 triangular. Star sized&#44 clear night&#44 2 witnesses.
5461,2012-10-27 11:30:00,40.2736111,-76.8847222,harrisburg,pa,120,fireball,Several (15-25)&#44 bright&#44 fiery looking objects moving in straight line across the sky.
5462,2012-10-27 14:15:00,41.4730556,-87.0611111,valparaiso,in,240,chevron,Black chevron shaped aircraft.
5463,2012-10-27 15:00:00,27.4986111,-82.575,bradenton,fl,7,fireball,3-6 a.m.&#44  was a red-orange-sunlike round sphere go by&#44 then up&#44 then into field. I was scared to go in field?
5464,2012-10-27 17:30:00,41.85,-87.65,chicago (1/2 hour out of),il,120,light,Bright Light @ Great Speed
5466,2012-10-27 18:59:00,35.8455556,-86.3902778,murfreesboro,tn,0,light,Orange hovering lights.
5467,2012-10-27 19:15:00,41.8661111,-88.1069444,wheaton,il,300,sphere,Orange fly object over Wheaton&#44 IL.
5468,2012-10-27 20:00:00,34.2783333,-119.2922222,ventura,ca,0,light,Star formation with controlled movements seen with naked eyes.
5469,2012-10-27 20:15:00,39.395,-107.0897222,el jebel,co,300,fireball,Three fireballs in a inverted  trianglar formation sited over Crown Mtn Pk&#44 in El Jebel &#44 CO at 20;15 10/27/12.
5470,2012-10-27 20:40:00,40.9502778,-72.8430556,wading river,ny,60,fireball,I saw a fireball go across the night sky from east to west; very fast&#44 no noise&#44 no trail.
5471,2012-10-27 21:00:00,38.4405556,-122.7133333,santa rosa,ca,1800,chevron,Chevron Craft Seen over Sonoma County 10/27/12 @ 9pm
5472,2012-10-27 21:00:00,39.9241667,-83.8088889,springfield,oh,3600,light,12 to 15 Orange&#44 red lights over Spfld.Ohio confuse onlookers Sat. 27 2012
5473,2012-10-27 21:00:00,38.3566667,-121.9866667,vacaville,ca,8,other,No sound from greenish/white light shooting very close above tree line over neighbors house in vacaville ca.
5474,2012-10-27 21:00:00,44.7908333,-67.1761111,whiting,me,600,circle,Four red circular lights traveling silently.
5475,2012-10-27 21:05:00,39.5588889,-84.3041667,franklin,oh,180,circle,Two large red lights over franklin ohio moving then vanished.
5476,2012-10-27 21:15:00,41.6638889,-83.5552778,toledo,oh,2700,sphere,Orbs in a circle and star like objects
5477,2012-10-27 21:30:00,39.9241667,-83.8088889,springfield,oh,2700,circle,10-27-12 Springfield Ohio 5 witnesses saw 12/15 red/orange objects moving thru sky with no noise in same path.
5478,2012-10-27 21:35:00,40.7141667,-74.0063889,new york city (bronx),ny,240,fireball,Two bright&#44 orange glowing orbs flying in formation at a steady speed to the Northeast&#44 followed by a third glowing orb.
5479,2012-10-27 22:00:00,36.1658333,-86.7844444,nashville,tn,60,other,White light on small lunar lander shaped object.
5480,2012-10-27 22:05:00,39.8775,-84.3022222,englewood,oh,60,circle,Orange glowing ball in sky Englewood&#44 Ohio.
5482,2012-10-27 23:00:00,42.1013889,-72.5902778,springfield,ma,120,flash,UFO flashing lights
5483,2012-10-27 23:15:00,32.7355556,-97.1077778,arlington,tx,120,triangle,Low rumble revealed sparkling lights&#44 resolved into dark Triangular craft with lighting at two leading edges.
5484,2013-10-27 00:50:00,32.9125,-96.6386111,garland,tx,480,light,Glowing orange lights in sky.
5487,2013-10-27 07:02:00,36.2805556,-80.3594444,king,nc,0,circle,Red orb interaction with aircraft
5488,2013-10-27 07:05:00,41.6561111,-70.4166667,marstons mills,ma,1320,formation,At 7:05 my 28 yr old son and I were walking our dog. We have been keeping our eyes to the sky ever since our last sighting this past su
5490,2013-10-27 19:00:00,46.8738889,-96.7672222,moorhead,mn,900,light,Multiple circular rotating lights.
5492,2013-10-27 19:30:00,41.4527778,-82.1825,lorain,oh,120,diamond,8 crafts or whatever&#44 proceeding W to E along Lake Erie shore line&#44 red&#44 silent&#44 with varying speeds&#44 but generally in formation.
5494,2013-10-27 19:59:00,44.9444444,-93.0930556,st. paul,mn,60,sphere,Four objects fly in seeming formation and make unusual turns. Almost hugging each other for a moment.
5495,2013-10-27 20:00:00,36.0625,-94.1572222,fayetteville,ar,1500,flash,Blue flash over mount sequoyah with hum.
5497,2013-10-27 20:30:00,39.1619444,-84.4569444,cincinnati,oh,90,teardrop,Bright light&#44 ship cloaked out on me right in front of my eyes.
5498,2013-10-27 20:30:00,36.0997222,-80.2444444,winston-salem,nc,1200,cross,Stationary bright white light
5499,2013-10-27 21:00:00,37.9886111,-84.4777778,lexington,ky,60,triangle,Amber-colored lights in triangle formation.
5500,2013-10-27 21:45:00,34.1477778,-118.1436111,pasadena,ca,240,light,6 balls of orange-red lights hovering over Mt. Wilson near San Gabriel Valley.
5501,2013-10-27 21:50:00,26.7052778,-80.0366667,west palm beach,fl,420,fireball,Six orange-red glowing balls in night sky over West Palm Beach
5502,2013-10-27 22:15:00,40.4405556,-79.9961111,pittsburgh,pa,120,fireball,Saw &quot;Fireballs&quot; in the sky last night.  Same as many other UFO video and sightings.  Have pictures.
5669,2009-10-28 01:00:00,37.8044444,-122.2697222,oakland,ca,60,circle,Huge bright blue circles above Oakland for a few seconds&#44 reappeared 1 mi south 2 sec. later then vanished.  Definately not a plane.
5670,2009-10-28 18:00:00,39.5786111,-76.6158333,monkton,md,0,other,Navy-dark sky blue see through balls 10 or so inches in diameter with an orange core inside.  ((NUFORC Note:  Student report.  PD))
5672,2009-10-28 19:30:00,34.3916667,-118.5416667,santa clarita county (126 freeway),ca,1200,unknown,I witness the teleportation of an alien spacecraft&#44 as well as the soarce of this technology in action.
5674,2009-10-28 19:45:00,35.9938889,-78.8988889,durham,nc,240,light,3 bright lights over Durham
5675,2009-10-28 21:05:00,28.5388889,-80.6722222,merritt island,fl,300,circle,On 10/28/09 a UFO hovering over state road 3 in merritt island florida emitting no sound or vibration except a bright amber fire light.
5676,2009-10-28 21:30:00,34.2419444,-117.2847222,crestline,ca,10800,unknown,unexplained lights in southern california
5677,2009-10-28 21:30:00,34.3916667,-118.5416667,santa clarita,ca,60,triangle,Triangle ufo over Santa Clarita. Possible man made&#33
5678,2009-10-28 23:52:00,34.4269444,-77.5463889,surf city,nc,3600,flash,Craft appeared to bounce close to ground before shooting straight up into the sky and has been stationary for an hour+.
5681,2010-10-28 18:00:00,35.0716667,-81.65,gaffney,sc,1200,fireball,1 ball shape flaming red&#44 like a fire burning had red flashing lights&#44 moved very&#44 very slow&#44 looked to be huge in size.
5683,2010-10-28 19:27:00,37.7397222,-121.4241667,tracy,ca,900,circle,6 unidentified crafts seen by 5 people
5684,2010-10-28 19:37:00,36.1733333,-79.9891667,oak ridge,nc,420,unknown,Star-like Object witnessed above FL600 at a high rate of speed traveling SSE to NNW
5685,2010-10-28 19:50:00,41.9502778,-97.2236111,stanton,ne,45,light,I saw an amzingly bright light in the night sky and then it disappeared.
5686,2010-10-28 22:00:00,48.6011111,-93.4108333,international falls,mn,5,circle,round ball that looked like fire with flashing bottom falling out of the sky.
5687,2010-10-28 22:40:00,34.2283333,-118.5358333,northridge,ca,300,oval,I witness a series of lights about 15 to 20 moving south of Roscoe Blvd. As I tried to get closer  it suddently  went the other way in
5689,2011-10-28 00:00:00,39.0991667,-76.8486111,laurel,md,600,circle,round object above the trees
5690,2011-10-28 00:40:00,38.2097222,-84.5588889,georgetown,ky,600,triangle,UFO sighting in Kentucky 10/28/11.
5691,2011-10-28 00:46:00,37.4852778,-122.2352778,redwood city (between san fran and san jose),ca,15,other,Followed three pairs of white lights for ~15 seconds moving across the sky in formation&#44 at a stellar distance.
5692,2011-10-28 02:00:00,36.2702778,-121.8063889,big sur,ca,900,sphere,Report Re. UFO off coast near Big Sur&#44 CA @2:35-2:55 AM Oct 28&#44 2011  A large red star-like orb&#44 many times brighter than any bright st
5693,2011-10-28 02:30:00,38.6275,-92.5663889,california,mo,600,circle,Round bright light that both hovered then zipped across entire sky
5694,2011-10-28 02:50:00,33.9022222,-118.0808333,norwalk,ca,180,chevron,While on Security patrols at my workplace&#44I observed a brilliant light that kept increasing in illumination streaking high across the s
5695,2011-10-28 04:00:00,39.2902778,-76.6125,baltimore,md,7200,light,On video
5696,2011-10-28 04:36:00,36.3230556,-86.7133333,goodlettsville,tn,180,diamond,Large bright light moving slowly to the southwest west
5697,2011-10-28 06:00:00,44.4372222,-90.9111111,alma center,wi,10,light,Two Bright  Lights in three weeks sighted
5698,2011-10-28 06:30:00,34.5033333,-82.6502778,anderson,sc,60,light,Odd light effect in clouds
5699,2011-10-28 11:00:00,26.4611111,-80.0730556,delray beach,fl,3600,triangle,Very large&#44 slow moving triangle
5700,2011-10-28 13:00:00,35.8455556,-86.3902778,murfreesboro,tn,10,formation,weird falling flickering cloud
5701,2011-10-28 13:45:00,37.6138889,-122.4858333,pacifica,ca,180,rectangle,Observed a large rectangular object in the night sky with many colored lights which stayed in one place for three minutes.
5702,2011-10-28 16:39:00,33.5091667,-111.8983333,scottsdale,az,300,unknown,Three to Five comet-like objects seen descending in the sky east of Scottsdale AZ&#44 directional changes and reigniting flames.
5703,2011-10-28 18:20:00,34.0522222,-118.2427778,los angeles (over lax),ca,30,oval,620PM  LA&#44LAX CA  OVAL SILVER&#44 30 SECONDS&#44 1 DISC @ FIRST THEN SPLIT INTO 5 DISC ON VIEDO
